2022-01-09,"Là bạn nó, t cũng muốn nó được vui vẻ với bồ",text,viewed,1
2022-01-09,Cảm ơn đã lắng nghe t nhé,text,viewed,1
2022-01-09,"Có gì đâu mà cảm ơn, nghỉ ngơi đi nha",text,viewed,0
2022-01-09,Okay bye bạn,text,viewed,1
2022-01-10,M ơi tâm sự xíu đi,text,viewed,1
2022-01-10,"Ơi t đây, sao thế",text,viewed,0
2022-01-10,"Hôm nay thì t không có chuyện, mà là thằng em t",text,viewed,1
2022-01-10,Nó làm sao,text,viewed,0
2022-01-10,Thì năm nay nó học lớp 12 rồi nên bố mẹ t bắt đầu định hướng cho nó,text,viewed,1
2022-01-10,Nó bảo muốn học truyền thông vì suốt cấp 3 nó cũng hoạt động cho media của trường nó,text,viewed,1
2022-01-10,"Nhưng bố mẹ t phản đối ghê lắm, bảo nghề đó bấp bênh mà lương lậu không đảm bảo",text,viewed,1
2022-01-10,Còn bảo là làm nghề đó không được nhiều người coi trọng nữa,text,viewed,1
2022-01-10,Bố mẹ t muốn nó theo ngành y như bố,text,viewed,1
2022-01-10,Vì dù sao bố t có kinh nghiệm cũng giúp dc nó học và cả khi ra trường cũng giúp nó có việc nữa,text,viewed,1
2022-01-10,Thì thực ra m cũng nên hiểu là bố mẹ làm vậy là vì lo cho nó thôi,text,viewed,0
2022-01-10,T biết là nó thích theo truyền thông nhưng với kinh nghiệm thì bố mẹ m nghĩ đấy là 1 sở thích nhất thời chứ không phải là đam mê,text,viewed,0
2022-01-10,"Nhà t tranh cãi về vấn đề này cũng mấy ngày nay rồi, t ngồi ngoài nghe thôi mà cũng đau hết cả đầu",text,viewed,1
2022-01-10,"T nghĩ m nên bảo em suy nghĩ kĩ về nguyện vọng của mình, nếu thực sự đam mê thì mới nói chuyện thẳng thắn với bố mẹ về việc đó",text,viewed,0
2022-01-10,Nếu như em m quyết tâm thì t nghĩ không bố mẹ nào lại phản đối đâu,text,viewed,0
2022-01-10,Chẳng qua là bố mẹ chưa thấy sự quyết tâm của em nên mới lo lắng đấy,text,viewed,0
2022-01-10,"Ừm t cũng thấy thế, để t bảo em xem thế nào",text,viewed,1
2022-01-10,Cảm ơn m nhiều nha,text,viewed,1
2022-01-10,Oke có chuyện gì cứ gọi t nha,text,viewed,0
2022-01-11,T mệt mỏi với cái vụ bài tập lớn quá m ơi,text,viewed,1
2022-01-11,Sao =))) lại công ty trách nhiệm hữu hạn 1 mình tao à,text,viewed,0
2022-01-11,Chứ sao nữa,text,viewed,1
2022-01-11,Trời ơi ghép nhóm chung với 2 ông khoá trên nha,text,viewed,1
2022-01-11,Mà nhắn vô group hỏi tiến độ k thèm seen,text,viewed,1
2022-01-11,3 ngày nữa nộp rồi mà chưa thấy nói tiếng nào nữa,text,viewed,1
2022-01-11,T đang phải làm phần của 2 ông đó để dự phòng nè,text,viewed,1
2022-01-11,Khổ quá vậy =))) đen đủi gì đâu không,text,viewed,0
2022-01-11,Số t nó khổ vậy đó,text,viewed,1
2022-01-11,Mà sao cái trường này cũng nhiều thành phần chán lắm luôn,text,viewed,1
2022-01-11,Ý thức không có thì không hiểu muốn qua môn kiểu gì nữa,text,viewed,1
2022-01-11,Thôi chịu =))) nó không làm thì loại nó ra thôi,text,viewed,0
2022-01-11,"Có cần giúp gì không, t thi xong rồi giờ rảnh lắm",text,viewed,0
2022-01-11,"Trời bạn ơi cứu tôi với, để t gửi file đề bài rùi làm giúp t phần này nha",text,viewed,1
2022-01-11,"Oke đưa t đi, t mà không giúp chắc m lăn ra xỉu luôn quá",text,viewed,0
2022-01-12,Ê m ơi tự dưng t thấy lo quá,text,viewed,1
2022-01-12,Sao lại dở chứng nữa vậy,text,viewed,0
2022-01-12,"Thì t thấy mấy đứa bạn đi làm quá trời luôn, không chính thức thì cũng là thực tập này kia",text,viewed,1
2022-01-12,Trong khi t học còn chưa ra gì nữa,text,viewed,1
2022-01-12,Rồi sau này ra trường t không kiếm được việc thì sao,text,viewed,1
2022-01-12,Cứ bình tĩnh đi mày ơi,text,viewed,0
2022-01-12,Chúng nó đi làm được thì chúng nó hơn mình thôi có gì đâu,text,viewed,0
2022-01-12,Đừng có lúc nào cũng theo đuổi người khác,text,viewed,0
2022-01-12,Việc của m bây giờ là học,text,viewed,0
2022-01-12,M vào đại học là để học cơ mà,text,viewed,0
2022-01-12,Nhưng mà nhìn ai cũng hơn t hết á,text,viewed,1
2022-01-12,T tự ti lắm m...,text,viewed,1
2022-01-12,T nói hơi triết lý chút chứ ở đời này không biết được nay mai thế nào đâu,text,viewed,0
2022-01-12,Có khi hôm nay họ hơn mình mà qua hôm sau mình thành sếp người ta luôn ấy chứ,text,viewed,0
2022-01-12,Đấy là t nói thế chứ không phải ai cũng may mắn được vậy nha =))) hiểu đại ý là được rồi,text,viewed,0
2022-01-12,Mà m cũng không đi làm nhỉ,text,viewed,1
2022-01-12,Ừ t có đi làm gì đâu,text,viewed,0
2022-01-12,T không tự tin mình cân bằng được cả công việc và học hành nên thà cứ học cho xong đi rồi làm gì thì làm,text,viewed,0
2022-01-12,Ừ chắc t lo nghĩ thái quá nhỉ,text,viewed,1
2022-01-12,"M lo lắng là tốt, thế có nghĩa là m biết nghĩ cho bản thân",text,viewed,0
2022-01-12,Nhưng lo lắng để có trách nhiệm với bản thân chứ đừng có lo lắng xong nghĩ làm gì kết quả cũng vậy,text,viewed,0
2022-01-12,"Ừ t biết rồi, cảm ơn m lắm ý, không có m t không biết làm gì nữa",text,viewed,1
2022-01-12,"Có gì đâu mà, t cũng từng trải qua cảm giác của m rồi nên t hiểu, giúp được m thì t cũng vui chứ",text,viewed,0
2022-01-12,"T đi ngủ đây, mai dậy học với t đi",text,viewed,0
2022-01-12,Oke 8h lên meet nha,text,viewed,1
2022-01-12,Oke ngủ ngon,text,viewed,0
